name,school,nces_id,district,category,posting_type,salary_link,city,address,zip,grades,school_type,student_count,school_type2,county,salary,fips
2025-2026 Certified Grades 6 - 8 English Language Arts Teacher at Jefferson Middle School,Jefferson Middle School,470210000677,Jefferson County,Language Arts,School,,Jefferson City,361 West Broadway Blvd,37760,"['6', '7', '8']",Public,586.0,['Middle'],Jefferson,52850,47089
2024-2025 INTERIM 7th grade Science Teacher at Jefferson Middle School,Jefferson Middle School,470210000677,Jefferson County,Science,School,,Jefferson City,361 West Broadway Blvd,37760,"['6', '7', '8']",Public,586.0,['Middle'],Jefferson,52850,47089
2025-2026 Special Education Resource Teacher (school and grades TBD),,,Jefferson County,Special Education (General),District,,,,,,,,,Jefferson,52850,47089
TCHR SPECIAL ED MS  INTERIM 1/3/25 THROUGH 5/23/25,Northwest Middle School,470222000797,Knox County,Special Education (General),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,5301 Pleasant Ridge Rd,37912,"['6', '7', '8']",Public,761.0,['Middle'],Knox,58297,47093
TCHR MS RELATED ARTS  24/25SY,Northwest Middle School,470222000797,Knox County,Visual Arts,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,5301 Pleasant Ridge Rd,37912,"['6', '7', '8']",Public,761.0,['Middle'],Knox,58297,47093
TCHR COMP BEHAVIOR  25/26SY,Ridgedale Alternative School,470222000805,Knox County,Other,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,4600 Ridgedale Rd,37921,"['10', '11', '12', '6', '7', '8', '9']",Public,70.0,"['Middle', 'High']",Knox,58297,47093
TCHR MATH MS  25/26SY,Ridgedale Alternative School,470222000805,Knox County,Mathematics,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,4600 Ridgedale Rd,37921,"['10', '11', '12', '6', '7', '8', '9']",Public,70.0,"['Middle', 'High']",Knox,58297,47093
Red Boiling Springs Elementary School SPED CDC Teacher,Red Boiling Springs Elementary,470255002115,Macon County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Red Boiling Springs,417 Hillcrest Dr,37150,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,350.0,['Elementary'],Macon,52172,47111
Red Boiling Springs Elementary School 3rd Grade Teacher,Red Boiling Springs Elementary,470255002115,Macon County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,Red Boiling Springs,417 Hillcrest Dr,37150,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,350.0,['Elementary'],Macon,52172,47111
Interim Elementary School Teacher for 25/26 School Year,Riverside Elementary,470276000977,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,203 Carter St,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,429.0,['Elementary'],Maury,59281,47119
Interim Special Education Teacher  for 25/26 School Year,Riverside Elementary,470276000977,Maury County,Special Education (General),School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,203 Carter St,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,429.0,['Elementary'],Maury,59281,47119
25/26 School Year: Elementary School Teacher,R Howell Elementary,470276001118,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Columbia,653 Bear Creek Pike,38401,"['1', '2', '3', '4', 'KG', 'PK']",Public,645.0,['Elementary'],Maury,59281,47119
25/26 School Year: Elementary School Teacher: 4th Grade,Battle Creek Elementary School,470276002596,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,165 Battle Creek Way,37174,"['1', '2', '3', '4', 'KG']",Public,597.0,['Elementary'],Maury,59281,47119
Interim Elementary School Teacher,Battle Creek Elementary School,470276002596,Maury County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,165 Battle Creek Way,37174,"['1', '2', '3', '4', 'KG']",Public,597.0,['Elementary'],Maury,59281,47119
25/26 School Year: Middle School Teacher 5-8th grade Science,Battle Creek Middle School,470276002598,Maury County,Science,School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,121 Battle Creek Way,37174,"['5', '6', '7', '8']",Public,677.0,['Middle'],Maury,59281,47119
Interim Special Education Teacher,Battle Creek Middle School,470276002598,Maury County,Special Education (General),School,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,Spring Hill,121 Battle Creek Way,37174,"['5', '6', '7', '8']",Public,677.0,['Middle'],Maury,59281,47119
2nd Grade Teacher Mitchell Neilson (25-26),Mitchell-Neilson Elementary,470315001251,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,711 Clark Blvd,37129,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,671.0,['Elementary'],Rutherford,67432,47149
1st Grade Teacher Mitchell Neilson (25-26),Mitchell-Neilson Elementary,470315001251,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,711 Clark Blvd,37129,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,671.0,['Elementary'],Rutherford,67432,47149
Interim 2nd Grade Teacher at John Pittard (04/16/25 - 05/16/25),John Pittard Elementary,470315001253,Murfreesboro,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,745 DeJarnett Ln,37130,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,821.0,['Elementary'],Rutherford,67432,47149
Special Education Interim Teacher- Resource at John Pittard (04/21/25 - 05/29/25),John Pittard Elementary,470315001253,Murfreesboro,Special Education (General),School,https://drive.google.com/file/d/1rSH3k8Llp1DJmkgUSZAsLfaNK1W2RHJD/view,Murfreesboro,745 DeJarnett Ln,37130,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,821.0,['Elementary'],Rutherford,67432,47149
CERT- INTERIM ELEMENTARY TEACHER- 3RD GRADE ELA/SS 2024-2025 SY,Station Camp Elementary,470402002155,Sumner County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,1020 Bison Trail,37066,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,['Elementary'],Sumner,58827,47165
CERT- ELEMENTARY SCHOOL TEACHER- 5TH GRADE MATH/SCI 2025-2026 SY,Station Camp Elementary,470402002155,Sumner County,Mathematics,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,1020 Bison Trail,37066,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,['Elementary'],Sumner,58827,47165
CERT- ART TEACHER   2025-2026 SY,Station Camp Elementary,470402002155,Sumner County,Visual Arts,School,https://drive.google.com/file/d/1ib4nc3LBIojVV91W5u2irw28cZ4uHD6H/view,Gallatin,1020 Bison Trail,37066,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,872.0,['Elementary'],Sumner,58827,47165
*REPOST* ESL Teacher-East High School,Morristown East High,470000101935,Hamblen County,English as a Second Language (ESL),School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High'],Hamblen,56105,47063
Special Education Teacher-Morristown-Hamblen High School East,Morristown East High,470000101935,Hamblen County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High'],Hamblen,56105,47063
*REPOST*Digital Media CTE Teacher-Morristown-East High School,Morristown East High,470000101935,Hamblen County,Career and Technical Education,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High'],Hamblen,56105,47063
2025-26 Physical Education Teacher-Morristown East High School,Morristown East High,470000101935,Hamblen County,Health & Physical Education,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Hurricane Ln,37813,"['10', '11', '12', '9']",Public,1572.0,['High'],Hamblen,56105,47063
2025-26 High School English Language Arts Teacher-West High,Morristown West High,470000101936,Hamblen County,Language Arts,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High'],Hamblen,56105,47063
2025-26 Physical Education Teacher (Assistant Football Coach Preferred)-Morristown West High School,Morristown West High,470000101936,Hamblen County,Health & Physical Education,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High'],Hamblen,56105,47063
2025-26 Foreign Language Teacher (French Preferred)-Morristown West High School,Morristown West High,470000101936,Hamblen County,Foreign Language: French,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High'],Hamblen,56105,47063
High School Social Studies Teacher-West High,Morristown West High,470000101936,Hamblen County,Social Studies,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High'],Hamblen,56105,47063
2025-26 Art Teacher (Visual Arts)-Morristown West High School,Morristown West High,470000101936,Hamblen County,Visual Arts,School,https://drive.google.com/file/d/1gOmzE-qHfhDrALaZ7fyOf0HUXMvrVmVy/view,Morristown,One Trojan TRL,37813,"['10', '11', '12', '9']",Public,1506.0,['High'],Hamblen,56105,47063
Special Education Teacher,Lake City Middle School,470009000015,Anderson County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle'],Anderson,56349,47001
8th Grade ELA Teacher,Lake City Middle School,470009000015,Anderson County,Language Arts,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle'],Anderson,56349,47001
8th Grade Math Teacher,Lake City Middle School,470009000015,Anderson County,Mathematics,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle'],Anderson,56349,47001
6th Grade Math Teacher,Lake City Middle School,470009000015,Anderson County,Mathematics,School,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,Lake City,1132 S Main St,37769,"['6', '7', '8']",Public,257.0,['Middle'],Anderson,56349,47001
Vision Teacher - Half Time,,,Anderson County,Special Education (General),District,https://drive.google.com/file/d/1KYG9WFyK8Z4bQnQcX1W2BBlIIBdjXAsO/view,,,,,,,,Anderson,56349,47001
Teacher of the Gifted,,,Collierville,Gifted Education,District,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,,,,,,,,Shelby,63208,47157
Special Education Teacher,Schilling Farms Elementary School,470014902515,Collierville,Special Education (Comprehensive),School,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,Collierville,935 S. Colbert St,38017,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,597.0,['Elementary'],Shelby,63208,47157
Elementary Education Teacher,,,Collierville,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1iB_O1iMSHvdidpQHf15FS08nM2c2sTCp/view,,,,,,,,Shelby,63208,47157
Speech-Language Pathologist- 25-26 School Year (2 Positions),,,Bartlett,Special Education (General),District,https://drive.google.com/file/d/1ZWDp-CQMzYibK2d12vWW8JaNjzeR6cGS/view,,,,,,,,Shelby,63518,47157
10 Month Salaried - Teacher (K-4),Lakeland Elementary School,470015401547,Lakeland,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1zCHLTSj_lUDSApYjmSzbM1XacGXbyjwM/view,Lakeland,10050 Oak Seed Ln,38002,"['1', '2', '3', '4', 'KG', 'PK']",Public,1038.0,['Elementary'],Shelby,56701,47157
10 Month Salaried - Teacher,Lakeland Elementary School,470015401547,Lakeland,Other,School,https://drive.google.com/file/d/1zCHLTSj_lUDSApYjmSzbM1XacGXbyjwM/view,Lakeland,10050 Oak Seed Ln,38002,"['1', '2', '3', '4', 'KG', 'PK']",Public,1038.0,['Elementary'],Shelby,56701,47157
10 Month PT - Homebound Teacher (PT),,,Lakeland,Special Education (Comprehensive),District,https://drive.google.com/file/d/1zCHLTSj_lUDSApYjmSzbM1XacGXbyjwM/view,,,,,,,,Shelby,56701,47157
Teacher - Elementary -(K - 5th Grade) (2025/2026) - Certified Employee Application (Teacher) - Learning Way Elem.,Learning Way Elementary,470018002222,Bedford County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,200 Learning Way Dr,37160,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,675.0,['Elementary'],Bedford,59579,47003
Special Education - Teacher - (Pre-K) - Certified Employee Application (Teacher) - Learning Way,Learning Way Elementary,470018002222,Bedford County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1cq1tUzcNcdayP0hKV3C0_nkqg9KEoDpP/view,Shelbyville,200 Learning Way Dr,37160,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,675.0,['Elementary'],Bedford,59579,47003
Cleveland High ESL Teacher,Cleveland High,470069000265,Cleveland,English as a Second Language (ESL),School,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,Cleveland,850 Raider Dr,37312,"['10', '11', '12', '9']",Public,1842.0,['High'],Bradley,59647,47011
Cleveland High School Special Education Teacher,Cleveland High,470069000265,Cleveland,Special Education (Comprehensive),School,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,Cleveland,850 Raider Dr,37312,"['10', '11', '12', '9']",Public,1842.0,['High'],Bradley,59647,47011
Cleveland City Schools Speech Language Pathologist,,,Cleveland,Special Education (Comprehensive),District,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,,,,,,,,Bradley,59647,47011
CHS World Languages Teacher (Spanish),,,Cleveland,Foreign Language: Spanish,District,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,,,,,,,,Bradley,59647,47011
Cleveland High School Social Studies Teacher,Cleveland High,470069000265,Cleveland,Social Studies,School,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,Cleveland,850 Raider Dr,37312,"['10', '11', '12', '9']",Public,1842.0,['High'],Bradley,59647,47011
HS Mathematics Teacher 9-12,,,Cocke County,Mathematics,District,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,,,,,,,,Cocke,54484,47029
Algebra 2 Teacher Cosby High School,Cosby High School,470075001392,Cocke County,Mathematics,School,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,Cosby,3318 Cosby Hwy,37722,"['10', '11', '12', '9']",Public,326.0,['High'],Cocke,54484,47029
Teacher - Exceptional Education - LEAD (2025/2026 School Year),,,Grundy County,Special Education (Comprehensive),District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
Middle School Math: 2025/2026 School Year,,,Grundy County,Mathematics,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
Teacher 6-8  for the 2025/2026 school year,,,Grundy County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
Art Teacher  (Elementary) 2025/2026 school year,,,Grundy County,Visual Arts,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
Teacher PreK-5  for the 2025/2026 school year,,,Grundy County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1XcDuPjXgoSvTi62ZaG8kjeh3dZKk878o/view,,,,,,,,Grundy,50351,47061
3rd and 4th grade Teacher (POOL POSTING),East Side Elementary,470177000595,Haywood County,Elementary/Multiple Subjects,School,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,Brownsville,1315 East Jefferson,38012,"['3', '4']",Public,388.0,['Elementary'],Haywood,50750,47075
Special Education Teacher - 4th grade Inclusion,East Side Elementary,470177000595,Haywood County,Special Education (General),School,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,Brownsville,1315 East Jefferson,38012,"['3', '4']",Public,388.0,['Elementary'],Haywood,50750,47075
1st and 2nd grade Teacher (POOL POSTING),,,Haywood County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1W2FMLAqq3xAwlry82abCZwVRABY9ERfb/view,,,,,,,,Haywood,50750,47075
Certified - 2025-2026 Potential Middle School Teach,,,Henry County,Other,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,,Henry,55652,47079
Certified - 2025-2026 Potential Sp. Education Teach,,,Henry County,Special Education (General),District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,,Henry,55652,47079
Certified - 2025-2026 Potential Elementary Teacher,,,Henry County,Elementary/Multiple Subjects,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,,Henry,55652,47079
Certified - Special Education Teacher,Dorothy And Noble Harrelson School,470183002063,Henry County,Special Education (General),School,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,Puryear,143 Puryear Country Club Rd,38251,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,448.0,"['Elementary', 'Middle']",Henry,55652,47079
Certified - 2025-2026 Speech and Language Pathologis,,,Henry County,Other,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,,Henry,55652,47079
Certified - 2025-2026 Potential High School Teacher,,,Henry County,Other,District,https://drive.google.com/file/d/1j_huFc8jfwMTV0Kk-_XXru4b9Pqaz_ta/view,,,,,,,,Henry,55652,47079
2025-2026 Adjunct Spanish Instructor at Jefferson County Virtual Academy,Jefferson Virtual Academy,470210002656,Jefferson County,Foreign Language: Spanish,School,,Strawberry Plains,3081 West Old AJ Hwy,37871,"['10', '11', '12', '5', '6', '7', '8', '9']",Public,68.0,"['Middle', 'High']",Jefferson,52850,47089
2025-2026 Certified Science Teacher at Jefferson County High School,,,Jefferson County,Science,District,,,,,,,,,Jefferson,52850,47089
TCHR SPED SEC SA  25/26SY,Richard Yoakley School,470222000314,Knox County,Special Education (Comprehensive),School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,4415 Washington Pike,37917,"['10', '11', '12', '6', '7', '8', '9']",Public,106.0,"['Middle', 'High']",Knox,58297,47093
TCHR ELL  SUPPLY 7/31/25 THROUGH 10/28/25,,,Knox County,English as a Second Language (ESL),District,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,,,,,,,,Knox,58297,47093
TCHR SCIENCE 8  25/26SY,Karns Middle School,470222000749,Knox County,Science,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Knoxville,2925 Gray Hendrix Rd,37931,"['6', '7', '8']",Public,950.0,['Middle'],Knox,58297,47093
TCHR CHORAL MUSIC MS  SUPPLY 4/7/25 THROUGH 5/5/25,Powell Middle School,470222000756,Knox County,Music: Choral,School,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,Powell,3329 West Emory Rd,37849,"['6', '7', '8']",Public,822.0,['Middle'],Knox,58297,47093
